"YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit ","Sample_Size","Total","Age(months)","Sex","Race/Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","DataValueTypeID","LocationID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.0","14.0",,,"12.5","15.4","2,106",,,,"Non-Hispanic Black","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.5","16.5",,,"15.6","17.4","6,907",,,,"Non-Hispanic White","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.1","17.1",,,"16.5","17.7","15,622","Total",,,,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Total","Total","OVR","OVERALL"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.4","15.4",,,"14.7","16.1","10,602",,"24 - 35",,,"    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.0","15.0",,,"14.3","15.8","8,993",,"36 - 47",,,"    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.9","15.9",,,"15.0","16.8","6,279",,"48 - 59",,,"    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.6","16.6",,,"12.9","20.3","398",,,,"American Indian/Alaska Native","    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","10.6","10.6",,,"8.5","12.7","827",,,,"Asian/Pacific Islander","    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.1","15.1",,,"14.5","15.7","12,868",,,"Female",,"    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Sex","Female","SEX","FEMALE"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.6","16.6",,,"16.1","17.2","17,729",,,,"Hispanic","    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.7","15.7",,,"15.0","16.3","13,006",,,"Male",,"    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Sex","Male","SEX","MALE"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","11.9","11.9",,,"10.6","13.1","2,470",,,,"Non-Hispanic Black","    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.3","13.3",,,"12.3","14.3","4,450",,,,"Non-Hispanic White","    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.4","15.4",,,"14.9","15.8","25,874","Total",,,,"    (39.493240390000494, -117.07184056399967)","OWS","OWS1","Q040","VALUE","32","Total","Total","OVR","OVERALL"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.2","16.2",,,"14.8","17.5","2,956",,"24 - 35",,,"    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.3","18.3",,,"16.9","19.8","2,644",,"36 - 47",,,"    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.7","18.7",,,"16.8","20.6","1,664",,"48 - 59",,,"    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.9","13.9",,,"5.7","22.1","72",,,,"American Indian/Alaska Native","    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.8","15.8",,,"10.4","21.1","184",,,,"Asian/Pacific Islander","    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.1","18.6","3,494",,,"Female",,"    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Sex","Female","SEX","FEMALE"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","19.1","19.1",,,"16.3","21.9","764",,,,"Hispanic","    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.7","17.7",,,"16.5","18.9","3,770",,,"Male",,"    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Sex","Male","SEX","MALE"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"12.0","19.1","406",,,,"Non-Hispanic Black","    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.6","17.6",,,"16.6","18.6","5,837",,,,"Non-Hispanic White","    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","NH","New Hampshire","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.5","17.5",,,"16.7","18.4","7,264","Total",,,,"    (43.65595011300047, -71.50036091999965)","OWS","OWS1","Q040","VALUE","33","Total","Total","OVR","OVERALL"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.8","17.8","24,397",,"24 - 35",,,"    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.0","18.0",,,"17.5","18.5","21,121",,"36 - 47",,,"    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.4","18.4",,,"17.8","19.1","13,483",,"48 - 59",,,"    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.6","14.6",,,"11.0","18.2","370",,,,"American Indian/Alaska Native","    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.2","16.2",,,"14.6","17.7","2,061",,,,"Asian/Pacific Islander","    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.2","18.2",,,"17.8","18.7","29,759",,,"Female",,"    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Sex","Female","SEX","FEMALE"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","19.1","19.1",,,"18.6","19.5","33,311",,,,"Hispanic","    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.4","17.4",,,"16.9","17.8","29,242",,,"Male",,"    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Sex","Male","SEX","MALE"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.2","15.2",,,"14.6","15.8","12,479",,,,"Non-Hispanic Black","    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.6","18.1","10,745",,,,"Non-Hispanic White","    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","NJ","New Jersey","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.8","17.8",,,"17.5","18.1","59,001","Total",,,,"    (40.13057004800049, -74.27369128799967)","OWS","OWS1","Q040","VALUE","34","Total","Total","OVR","OVERALL"
"2010","2010","NM","New Mexico","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.7","16.7",,,"15.9","17.5","8,989",,"24 - 35",,,"    (34.52088095200048, -106.24058098499967)","OWS","OWS1","Q040","VALUE","35","Age (months)","24 - 35","AGEMO","AGEMO2435"
