"YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit ","Sample_Size","Total","Age(months)","Sex","Race/Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","DataValueTypeID","LocationID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.2","16.2",,,"15.5","17.0","8,802",,"48 - 59",,,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.7","14.7",,,"7.9","21.4","109",,,,"American Indian/Alaska Native","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","10.2","10.2",,,"9.1","11.3","2,864",,,,"Asian/Pacific Islander","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.4","16.4",,,"15.9","16.9","20,840",,,"Female",,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Sex","Female","SEX","FEMALE"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.7","17.8","18,075",,,,"Hispanic","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"15.0","16.0","20,900",,,"Male",,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Sex","Male","SEX","MALE"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.6","15.6",,,"14.8","16.4","8,168",,,,"Non-Hispanic Black","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.6","15.6",,,"14.9","16.2","12,523",,,,"Non-Hispanic White","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2016","2016","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.9","15.9",,,"15.6","16.3","41,740","Total",,,,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Total","Total","OVR","OVERALL"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.9","15.9",,,"15.5","16.3","34,972",,"24 - 35",,,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.9","15.9",,,"15.5","16.3","35,776",,"36 - 47",,,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.9","16.9",,,"16.3","17.6","13,639",,"48 - 59",,,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.8","18.8",,,"16.7","20.9","1,360",,,,"American Indian/Alaska Native","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","11.3","11.3",,,"9.9","12.6","2,159",,,,"Asian/Pacific Islander","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"15.7","16.4","41,487",,,"Female",,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Sex","Female","SEX","FEMALE"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.5","17.5",,,"16.8","18.2","12,080",,,,"Hispanic","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.0","16.0",,,"15.7","16.4","42,900",,,"Male",,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Sex","Male","SEX","MALE"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.6","14.6",,,"14.1","15.0","27,176",,,,"Non-Hispanic Black","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.8","16.8",,,"16.4","17.1","41,588",,,,"Non-Hispanic White","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2016","2016","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"15.8","16.3","84,387","Total",,,,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Total","Total","OVR","OVERALL"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.8","15.8",,,"15.3","16.3","18,106",,"24 - 35",,,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.0","16.0",,,"15.4","16.6","16,635",,"36 - 47",,,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.4","16.4",,,"15.8","17.1","12,478",,"48 - 59",,,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","21.2","21.2",,,"19.5","22.9","2,262",,,,"American Indian/Alaska Native","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.4","16.4",,,"15.4","17.4","5,375",,,,"Asian/Pacific Islander","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.4","16.4",,,"15.9","16.8","22,984",,,"Female",,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Sex","Female","SEX","FEMALE"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.4","17.4",,,"16.6","18.2","8,391",,,,"Hispanic","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.7","15.7",,,"15.3","16.2","24,235",,,"Male",,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Sex","Male","SEX","MALE"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.3","14.3",,,"13.7","14.9","13,301",,,,"Non-Hispanic Black","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.0","16.0",,,"15.4","16.5","17,806",,,,"Non-Hispanic White","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2016","2016","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.0","16.0",,,"15.7","16.4","47,219","Total",,,,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Total","Total","OVR","OVERALL"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.6","13.6",,,"13.0","14.3","11,700",,"24 - 35",,,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.8","13.8",,,"13.1","14.5","9,787",,"36 - 47",,,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.2","14.2",,,"13.4","15.0","7,006",,"48 - 59",,,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"American Indian/Alaska Native","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","10.4","10.4",,,"6.6","14.3","249",,,,"Asian/Pacific Islander","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.8","13.8",,,"13.2","14.3","14,235",,,"Female",,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Sex","Female","SEX","FEMALE"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.0","17.0",,,"15.5","18.6","2,267",,,,"Hispanic","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.9","13.9",,,"13.4","14.5","14,258",,,"Male",,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Sex","Male","SEX","MALE"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.1","13.1",,,"12.6","13.6","17,864",,,,"Non-Hispanic Black","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.7","14.7",,,"13.9","15.5","8,045",,,,"Non-Hispanic White","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2016","2016","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.8","13.8",,,"13.4","14.2","28,493","Total",,,,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Total","Total","OVR","OVERALL"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.1","15.1",,,"14.6","15.7","18,332",,"24 - 35",,,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.4","15.4",,,"14.8","16.0","14,462",,"36 - 47",,,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.3","15.3",,,"14.6","16.0","10,610",,"48 - 59",,,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"10.9","21.2","199",,,,"American Indian/Alaska Native","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","11.8","11.8",,,"9.8","13.7","1,070",,,,"Asian/Pacific Islander","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.3","15.3",,,"14.8","15.7","21,326",,,"Female",,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Sex","Female","SEX","FEMALE"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.3","18.4","5,009",,,,"Hispanic","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.3","15.3",,,"14.8","15.8","22,078",,,"Male",,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Sex","Male","SEX","MALE"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.4","13.4",,,"12.8","14.1","10,264",,,,"Non-Hispanic Black","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.7","15.7",,,"15.3","16.2","26,862",,,,"Non-Hispanic White","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2016","2016","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.3","15.3",,,"14.9","15.6","43,404","Total",,,,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Total","Total","OVR","OVERALL"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.6","13.6",,,"12.3","14.9","2,692",,"24 - 35",,,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.7","15.7",,,"14.2","17.1","2,305",,"36 - 47",,,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.6","15.6",,,"13.8","17.3","1,650",,"48 - 59",,,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","19.3","19.3",,,"17.5","21.1","1,907",,,,"American Indian/Alaska Native","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","6.2","6.2",,,"0.8","11.5","81",,,,"Asian/Pacific Islander","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.5","14.5",,,"13.2","15.7","3,245",,,"Female",,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Sex","Female","SEX","FEMALE"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","12.4","12.4",,,"9.5","15.4","483",,,,"Hispanic","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.1","15.1",,,"13.9","16.3","3,402",,,"Male",,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Sex","Male","SEX","MALE"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","11.3","11.3",,,"6.6","16.0","177",,,,"Non-Hispanic Black","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.3","13.3",,,"12.2","14.3","3,982",,,,"Non-Hispanic White","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2016","2016","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.8","14.8",,,"13.9","15.7","6,647","Total",,,,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Total","Total","OVR","OVERALL"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.0","16.0",,,"15.1","17.0","5,328",,"24 - 35",,,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.9","15.9",,,"14.9","16.9","4,731",,"36 - 47",,,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.8","17.8",,,"16.6","19.0","3,748",,"48 - 59",,,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.8","17.8",,,"12.9","22.7","236",,,,"American Indian/Alaska Native","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.0","13.0",,,"10.5","15.5","692",,,,"Asian/Pacific Islander","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"15.2","17.0","6,806",,,"Female",,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Sex","Female","SEX","FEMALE"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.3","18.3","5,525",,,,"Hispanic","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.8","16.8",,,"15.9","17.7","7,001",,,"Male",,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Sex","Male","SEX","MALE"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.0","15.0",,,"13.5","16.6","2,016",,,,"Non-Hispanic Black","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2016","2016","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.5","16.5",,,"15.5","17.5","5,335",,,,"Non-Hispanic White","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
